,Unnamed: 0.1,Unnamed: 0,CustomerId,Gender,Age,PostalCode,MinTrxValue,MaxTrxValue,TotalTrxValue,Cash,CreditCard,Cheque,SinceLastTrx,Churn,SqrtTotal,SqrtMax,SqrtMin
212,212,212,94,male,55.0,1,1.61,416.71,448.56,1,0,1,1190.0,no,21.17923511366735,20.413475941152207,1.2688577540449522
213,213,213,458,female,51.0,4,2.65,33.83,57.31,1,0,0,885.0,yes,7.570336848516056,5.816356247686347,1.6278820596099706
214,214,214,556,male,63.0,5,26.97,322.47,505.91,0,1,0,726.0,yes,22.492443175431166,17.95744970757262,5.193264869039514
215,215,215,441,male,34.0,7,60.62,77.71,138.33,0,1,0,450.0,no,11.761377470347595,8.815327560561775,7.785884663928692
216,216,216,912,female,57.0,4,142.01,142.01,142.01,1,0,0,477.0,no,11.916794871105234,11.916794871105234,11.916794871105234
217,217,217,792,male,42.0,7,8.82,265.86,456.94,1,0,0,1222.0,yes,21.376154939558237,16.305213890041433,2.9698484809834995
218,218,218,585,female,40.0,6,28.01,132.94,244.88,1,1,0,284.0,no,15.648642113614843,11.529960971312956,5.292447448959697
219,219,219,950,female,45.0,3,0.41,1.61,2.5,1,0,0,902.0,yes,1.5811388300841898,1.2688577540449522,0.6403124237432849
220,220,220,436,male,50.0,5,116.84,116.84,116.84,1,0,0,986.0,yes,10.809255293497328,10.809255293497328,10.809255293497328
221,221,221,509,male,22.0,6,15.16,225.58,391.01,1,1,0,533.0,no,19.773972792537165,15.01932089010685,3.893584466786357
222,222,222,856,male,67.0,4,2.55,285.34,300.64,1,0,1,789.0,yes,17.338973441354593,16.89200994553342,1.5968719422671311
223,223,223,493,female,23.0,7,1.91,84.31,145.53,1,1,0,723.0,no,12.06358155772986,9.182047701901793,1.3820274961085253
224,224,224,379,female,47.0,7,0.91,344.16,428.08,0,1,1,1260.0,yes,20.690094248214532,18.551549800488367,0.9539392014169457
225,225,225,977,female,20.0,5,166.61,166.61,166.61,0,1,0,355.0,yes,12.907749610214788,12.907749610214788,12.907749610214788
226,226,226,276,female,38.0,2,0.04,126.69,182.46,1,0,0,1328.0,yes,13.507775538555562,11.255665240224586,0.2
227,227,227,590,male,46.0,5,2.93,310.13,392.66,0,1,1,769.0,yes,19.815650380444243,17.61050822662424,1.711724276862369
228,228,228,258,female,23.0,7,0.01,311.54,443.31,1,1,0,509.0,no,21.054928164208967,17.650495743746124,0.1
229,229,229,593,male,17.0,4,254.67,254.67,254.67,0,1,0,606.0,no,15.95838337677097,15.95838337677097,15.95838337677097
230,230,230,659,male,75.0,3,116.21,374.7,490.91,0,1,0,928.0,yes,22.15648889151889,19.357169214531343,10.780074211247342
231,231,231,521,female,28.0,5,146.46,313.18,459.64,1,0,0,689.0,no,21.439216403590873,17.696892382562538,12.10206593933449
232,232,232,549,female,33.0,7,7.22,82.18,193.7,0,1,1,1202.0,yes,13.917614738165444,9.065318527222306,2.6870057685088806
233,233,233,633,male,52.0,5,20.84,267.59,392.47,0,1,0,943.0,yes,19.810855609993226,16.35817838269286,4.565084884205331
234,234,234,940,female,51.0,6,292.55,292.55,292.55,0,1,0,265.0,no,17.1040930773894,17.1040930773894,17.1040930773894
235,235,235,152,male,72.0,5,0.03,223.51,241.02,1,1,0,1105.0,no,15.524818839522734,14.95025083401613,0.17320508075688773
236,236,236,865,male,34.0,5,0.29,160.32,268.75,1,0,0,459.0,no,16.393596310755,12.66175343307553,0.5385164807134504
237,237,237,710,male,23.0,6,6.42,396.35,737.6,1,1,0,695.0,no,27.15879231482873,19.908540880737593,2.5337718918639855
238,238,238,667,female,43.0,7,113.46,251.91,486.42,0,1,0,558.0,no,22.054931421339763,15.871672879693557,10.651760417883985
239,239,239,66,male,33.0,3,0.0,35.37,77.32,0,1,0,208.0,no,8.793179174792243,5.947268280479703,0.0
240,240,240,900,male,38.0,5,0.03,83.64,176.36,1,0,1,848.0,yes,13.280060240827224,9.14549069213894,0.17320508075688773
241,241,241,322,male,43.0,6,6.01,483.59,699.95,1,1,0,1176.0,no,26.45656818258937,21.990679843970263,2.4515301344262523
242,242,242,808,male,47.0,5,120.73,152.59,273.32,0,1,0,592.0,no,16.53239244634605,12.35273249123448,10.987720418721983
243,243,243,630,female,74.0,4,67.28,321.01,388.29,0,1,0,232.0,yes,19.70507548831011,17.91675193778158,8.202438661763951
244,244,244,321,female,71.0,7,0.02,304.98,566.33,0,1,1,562.0,no,23.79768896342668,17.463676588851502,0.1414213562373095
245,245,245,291,male,39.0,3,96.39,159.77,256.16,0,1,0,1238.0,yes,16.004999218994048,12.640015822774908,9.817840903172144
246,246,246,640,male,34.0,4,25.97,264.12,694.3,0,1,0,558.0,no,26.349573051569543,16.25176913446656,5.096076922496363
247,247,247,365,female,42.0,2,877.57,877.57,877.57,0,1,0,672.0,no,29.623807992896523,29.623807992896523,29.623807992896523
248,248,248,401,female,33.0,4,5.97,87.67,246.55,1,0,0,990.0,no,15.701910711757344,9.363225939813692,2.4433583445741234
249,249,249,202,female,52.0,5,31.53,185.67,376.0,0,1,0,1449.0,yes,19.390719429665317,13.626077939010916,5.6151580565465835
250,250,250,570,male,49.0,6,0.04,303.25,328.87,1,1,1,1129.0,no,18.134773227145686,17.414074767267998,0.2
251,251,251,800,male,45.0,2,20.2,256.58,447.34,1,1,1,742.0,yes,21.15041370753773,16.018114745499858,4.494441010848846
252,252,252,245,male,81.0,5,0.13,36.43,59.95,0,1,1,1043.0,no,7.742738533619742,6.035726965329031,0.36055512754639896
253,253,253,861,female,71.0,5,5.25,128.08,441.99,0,0,1,604.0,yes,21.02355821453638,11.317243480636087,2.29128784747792
254,254,254,196,male,30.0,4,134.6,134.6,134.6,0,1,0,908.0,yes,11.60172400981854,11.60172400981854,11.60172400981854
255,255,255,734,female,28.0,3,148.11,148.11,148.11,1,0,0,498.0,no,12.17004519301387,12.17004519301387,12.17004519301387
256,256,256,980,male,90.0,4,2.26,366.91,733.37,1,0,0,822.0,no,27.08080501019126,19.154894935759895,1.5033296378372907
257,257,257,385,female,40.0,7,10.39,261.84,371.36,0,1,1,927.0,yes,19.27070315271345,16.181470884935027,3.2233522922572395
258,258,258,109,male,54.0,3,58.88,58.88,58.88,0,0,1,953.0,yes,7.6733304373003515,7.6733304373003515,7.6733304373003515
259,259,259,115,female,69.0,6,7.23,457.06,719.22,0,1,0,571.0,no,26.818277349598727,21.378961621182633,2.6888659319497505
260,260,260,649,male,42.0,5,0.0,430.87,475.98,0,1,0,1086.0,yes,21.816965875208222,20.757408316068748,0.0
261,261,261,50,female,38.0,3,0.2,219.1,289.3,1,1,0,796.0,no,17.008821240756223,14.802026888233922,0.4472135954999579
262,262,262,303,male,33.0,4,98.38,256.84,355.22,0,1,0,1274.0,yes,18.84728097100481,16.0262285020525,9.91866926558195
263,263,263,682,female,68.0,4,0.0,0.9,2.49,1,0,0,903.0,yes,1.57797338380595,0.9486832980505138,0.0
264,264,264,217,female,32.0,4,0.0,180.51,186.87,1,1,0,1336.0,yes,13.670040234030038,13.435400998853737,0.0
265,265,265,927,female,55.0,4,0.46,24.14,46.29,0,1,0,773.0,no,6.80367547726962,4.913247398615299,0.6782329983125268
266,266,266,540,male,17.0,2,31.08,199.69,622.47,0,1,0,580.0,no,24.949348688893664,14.131171218267792,5.574943945906542
267,267,267,728,male,29.0,2,555.51,555.51,555.51,1,0,0,534.0,no,23.569259640472374,23.569259640472374,23.569259640472374
268,268,268,389,male,57.0,6,1.59,483.71,650.75,0,1,0,672.0,no,25.509802037648196,21.9934081033386,1.2609520212918492
269,269,269,990,female,80.0,5,0.01,93.74,125.23,1,0,1,388.0,yes,11.190621073023607,9.681941953967705,0.1
270,270,270,295,male,43.0,6,0.08,1.36,2.5,0,1,1,308.0,no,1.5811388300841898,1.1661903789690602,0.282842712474619
271,271,271,543,female,83.0,4,0.88,120.83,210.32,0,1,1,925.0,yes,14.50241359222664,10.992270011239716,0.938083151964686
272,272,272,85,male,31.0,8,0.26,430.54,710.4,0,1,0,827.0,no,26.65332999833229,20.74945782424206,0.5099019513592785
273,273,273,969,male,68.0,4,133.28,133.28,133.28,0,1,0,658.0,yes,11.54469575172945,11.54469575172945,11.54469575172945
274,274,274,783,male,26.0,3,0.3,259.34,456.48,0,1,1,514.0,no,21.365392577717827,16.104036761011194,0.5477225575051661
275,275,275,137,male,46.0,6,8.08,285.18,507.77,1,1,0,822.0,no,22.533752461585266,16.887273314540746,2.842534080710379
276,276,276,242,male,74.0,6,3.54,34.62,74.49,0,1,1,1329.0,yes,8.63075894692929,5.88387627334226,1.8814887722226779
277,277,277,359,male,53.0,3,0.16,2.06,2.5,1,0,0,627.0,yes,1.5811388300841898,1.4352700094407325,0.4
278,278,278,257,male,82.0,7,81.28,81.28,81.28,1,0,0,1111.0,yes,9.015542135667715,9.015542135667715,9.015542135667715
279,279,279,939,male,44.0,4,987.52,987.52,987.52,0,1,0,554.0,no,31.42483094624377,31.42483094624377,31.42483094624377
280,280,280,71,female,20.0,4,0.13,418.01,550.4,0,1,1,899.0,no,23.46060527778429,20.445292856792246,0.36055512754639896
281,281,281,596,female,20.0,6,0.25,86.18,112.35,1,1,0,582.0,no,10.599528291391085,9.28331837222014,0.5
282,282,282,733,female,50.0,4,390.43,390.43,390.43,1,0,0,517.0,yes,19.759301607091277,19.759301607091277,19.759301607091277
283,283,283,739,female,48.0,5,11.84,120.96,278.46,1,1,1,796.0,yes,16.687120782208055,10.998181667894016,3.4409301068170506
284,284,284,41,male,65.0,5,35.86,312.85,348.71,1,0,0,1305.0,yes,18.673778407167628,17.68756625429287,5.988321968631947
285,285,285,394,male,24.0,4,6.33,68.95,142.44,0,1,0,752.0,yes,11.934822998268555,8.303613671167511,2.515949125081825
286,286,286,712,female,37.0,4,3.69,62.23,74.29,0,1,0,819.0,no,8.619164692706597,7.888599368709251,1.9209372712298547
287,287,287,438,female,56.0,5,0.11,0.89,2.51,0,1,0,302.0,no,1.5842979517754858,0.9433981132056604,0.33166247903553997
288,288,288,270,female,75.0,8,2.61,204.15,340.74,0,1,0,1451.0,yes,18.45914407549819,14.288106942488918,1.6155494421403511
289,289,289,756,male,35.0,3,4.01,219.63,308.41,0,1,1,1083.0,yes,17.56160584912439,14.819919028118878,2.0024984394500787
290,290,290,960,female,19.0,4,6.44,314.32,559.25,1,1,0,130.0,no,23.648467180770936,17.729072169744246,2.5377155080899043
291,291,291,619,female,53.0,3,14.21,204.92,246.38,1,0,0,1076.0,yes,15.696496424361712,14.315027069481916,3.769615364994153
292,292,292,361,female,82.0,5,105.99,145.55,251.54,0,1,0,1129.0,yes,15.860012610335465,12.064410470470573,10.295144486601439
293,293,293,654,female,63.0,3,0.02,300.86,367.63,0,1,1,600.0,yes,19.173679876330468,17.345316370709416,0.1414213562373095
294,294,294,828,male,27.0,5,2.99,77.09,122.67,1,0,0,1055.0,yes,11.07564896518484,8.780091115700339,1.7291616465790582
295,295,295,568,male,46.0,3,3.95,232.02,322.42,1,0,0,629.0,yes,17.956057473732926,15.232202729743324,1.9874606914351791
296,296,296,371,female,47.0,7,7.67,80.38,192.82,0,0,1,1166.0,yes,13.885964136494088,8.965489389877163,2.7694764848252458
297,297,297,153,female,25.0,6,0.63,199.0,310.68,1,1,1,1038.0,yes,17.626116985882057,14.106735979665885,0.7937253933193772
298,298,298,463,male,70.0,4,0.0,202.81,212.59,1,1,0,1135.0,yes,14.580466384858887,14.241137595009747,0.0
299,299,299,473,male,58.0,3,0.01,123.79,138.85,1,1,0,303.0,yes,11.783462988442743,11.126095451684746,0.1
300,300,300,194,male,22.0,4,429.12,429.12,429.12,0,1,0,710.0,no,20.715211801958482,20.715211801958482,20.715211801958482
301,301,302,293,female,90.0,6,3.66,354.45,427.56,0,1,0,1094.0,yes,20.67752402972851,18.82684253931073,1.9131126469708992
302,302,303,930,male,51.0,5,8.17,91.29,111.05,0,1,0,746.0,yes,10.538026380684384,9.554580053565934,2.8583211855912904
303,303,304,691,female,39.0,5,183.87,333.29,517.16,0,1,0,534.0,no,22.741152125607005,18.256231812726305,13.559867255987427
304,304,305,318,female,18.0,5,320.35,320.35,320.35,0,1,0,910.0,yes,17.898323943878097,17.898323943878097,17.898323943878097
305,305,306,947,male,17.0,6,0.03,157.43,246.25,0,1,1,740.0,yes,15.692354826475215,12.547111221313056,0.17320508075688773
306,306,307,775,male,33.0,4,5.88,64.56,87.84,1,1,1,87.0,yes,9.372299611087985,8.034923770640267,2.4248711305964283
307,307,308,505,female,76.0,4,3.58,69.05,97.34,0,1,0,1082.0,yes,9.86610358753647,8.309632964216892,1.8920887928424501
308,308,309,906,male,34.0,6,52.19,170.99,223.18,0,1,0,931.0,yes,14.939210153150668,13.076314465475354,7.224264668462805
309,309,310,592,male,54.0,3,6.85,158.55,230.9,1,0,0,1112.0,yes,15.195394038984313,12.591663909110663,2.6172504656604803
310,310,311,223,female,17.0,5,9.79,152.53,363.94,0,1,0,719.0,no,19.07721153628066,12.350303639992015,3.128897569432403
311,311,312,126,female,42.0,5,5.18,256.55,450.96,0,1,0,1153.0,yes,21.235818797494012,16.017178278336043,2.2759613353482084
312,312,313,988,male,26.0,2,3.62,190.44,332.77,1,1,1,404.0,no,18.241984541162182,13.8,1.9026297590440449
313,313,314,81,male,64.0,4,19.48,58.56,78.04,0,1,0,1272.0,yes,8.834025130143111,7.652450587883597,4.4136152981427825
314,314,315,484,male,49.0,4,0.17,308.09,434.46,1,1,1,536.0,no,20.8437040854067,17.5524927004685,0.41231056256176607
315,315,316,533,female,37.0,2,0.39,1.54,2.5,1,0,1,854.0,yes,1.5811388300841898,1.2409673645990857,0.6244997998398398
316,316,317,120,female,22.0,5,431.89,431.89,431.89,0,1,0,513.0,no,20.78196333362178,20.78196333362178,20.78196333362178
317,317,318,627,male,17.0,5,0.24,207.88,261.84,1,0,1,1041.0,no,16.181470884935027,14.418044250174848,0.4898979485566356
318,318,319,343,female,52.0,3,190.47,607.89,798.36,0,1,0,1122.0,yes,28.255264996102937,24.655425366438113,13.801086913718065
319,319,320,188,female,59.0,4,178.39,229.77,591.21,0,1,0,1023.0,yes,24.314810301542558,15.158166115991737,13.356271934937533
320,320,321,255,female,27.0,5,330.56,330.56,330.56,0,0,1,1272.0,yes,18.181309083781617,18.181309083781617,18.181309083781617
321,321,322,326,female,17.0,5,0.02,295.12,302.39,1,1,0,594.0,no,17.38936456573385,17.17905701719393,0.1414213562373095
322,322,323,921,male,27.0,2,171.22,171.22,171.22,1,0,0,1033.0,yes,13.085106037017812,13.085106037017812,13.085106037017812
323,323,324,589,male,50.0,3,56.49,159.81,216.3,1,0,0,928.0,no,14.707141122597553,12.641598000252975,7.515982969645421
324,324,325,550,female,21.0,5,288.41,385.77,674.18,1,1,0,737.0,no,25.96497641054195,19.641028486308958,16.982638193166572
325,325,326,489,male,19.0,5,0.78,284.35,399.75,0,1,0,457.0,no,19.993749023132207,16.86268068843148,0.8831760866327847
326,326,327,836,male,85.0,5,1.5,528.18,724.95,1,1,0,786.0,no,26.924895542972866,22.982166999654318,1.224744871391589
327,327,328,373,female,23.0,3,0.0,195.27,212.08,0,1,0,802.0,no,14.562966730718024,13.97390425042336,0.0
328,328,329,499,male,68.0,5,2.02,256.16,487.69,1,1,0,809.0,no,22.083704399398215,16.004999218994048,1.4212670403551895
329,329,330,411,male,22.0,6,1.15,171.89,232.67,0,1,1,981.0,no,15.253524182955228,13.110682667199294,1.0723805294763609
330,330,331,747,female,51.0,8,144.1,516.14,660.24,0,0,1,1278.0,yes,25.69513572643663,22.71871475237981,12.004165943538101
331,331,332,424,male,28.0,4,328.09,328.09,328.09,0,1,0,443.0,no,18.113254815189897,18.113254815189897,18.113254815189897
332,332,333,377,male,80.0,3,4.5,120.16,323.24,1,1,0,715.0,yes,17.97887649437528,10.961751684835777,2.1213203435596424
333,333,334,645,female,70.0,5,0.04,109.23,230.42,1,1,1,652.0,no,15.179591562357665,10.4513157066467,0.2
334,334,335,44,male,37.0,3,4.81,77.9,148.1,0,1,0,1131.0,yes,12.16963434126104,8.826097665446492,2.1931712199461306
335,335,336,62,female,25.0,4,226.75,440.33,667.08,0,1,0,640.0,no,25.827891900037063,20.984041555429688,15.058220346375597
336,336,337,809,male,56.0,4,210.51,210.51,210.51,0,1,0,1134.0,yes,14.508962747212497,14.508962747212497,14.508962747212497
337,337,338,740,female,83.0,6,11.64,124.06,235.24,1,1,0,851.0,no,15.337535656030274,11.13822247937255,3.411744421846396
338,338,339,717,female,51.0,4,47.96,280.31,413.42,0,1,0,713.0,no,20.332732231552157,16.742460989950075,6.925315877272314
339,339,340,30,male,42.0,4,30.46,168.82,336.37,0,1,1,1224.0,yes,18.340392580312997,12.993075078671716,5.519057890618652
340,340,341,679,female,39.0,2,57.98,111.54,169.52,0,1,1,275.0,no,13.019984639007836,10.561249926026749,7.614459928320589
341,341,342,352,female,76.0,5,23.63,224.46,327.57,0,1,0,1118.0,yes,18.098894993893964,14.981989187020528,4.861069841094653
342,342,343,70,male,52.0,3,1.95,392.49,418.07,1,0,0,1420.0,no,20.446760134554324,19.81136037731887,1.396424004376894
343,343,344,804,female,70.0,6,0.45,130.26,220.9,1,0,0,857.0,yes,14.862705002791383,11.413150310059006,0.6708203932499369
344,344,345,60,male,54.0,4,0.02,164.19,331.82,0,1,1,1019.0,yes,18.215927096911646,12.813664581219534,0.1414213562373095
345,345,346,461,male,70.0,5,53.54,159.32,488.05,1,0,0,901.0,yes,22.091853702213402,12.622202660391727,7.3171032519706865
346,346,347,882,female,45.0,5,4.84,178.65,248.48,1,0,1,441.0,yes,15.763248396190425,13.366001645967279,2.2
347,347,348,774,male,39.0,4,36.84,135.32,172.16,1,0,0,744.0,yes,13.12097557348538,11.632712495372694,6.069596362197408
348,348,349,69,male,35.0,6,71.93,71.93,71.93,0,1,0,1070.0,no,8.481155581640984,8.481155581640984,8.481155581640984
349,349,350,132,female,68.0,4,656.68,656.68,656.68,0,1,0,258.0,no,25.625768281165737,25.625768281165737,25.625768281165737
350,350,351,494,female,44.0,4,0.92,112.46,114.82,0,1,0,608.0,yes,10.715409464878139,10.604715932074749,0.9591663046625439
351,351,352,287,female,58.0,3,0.26,9.15,15.86,1,0,0,753.0,yes,3.9824615503479754,3.024896692450835,0.5099019513592785
352,352,353,854,male,47.0,4,1.7,86.06,139.49,1,0,0,626.0,yes,11.810588469674151,9.276852914647295,1.3038404810405297
353,353,354,33,male,34.0,4,16.33,46.71,88.26,1,0,1,670.0,no,9.394679345246436,6.834471449936711,4.04103947023535
354,354,355,597,female,27.0,5,0.01,330.43,520.84,1,0,1,779.0,no,22.821919288263203,18.17773363211157,0.1
355,355,356,21,male,82.0,7,26.27,72.36,169.34,1,0,0,1238.0,yes,13.013070352534024,8.506468127254696,5.1254268114957995
356,356,357,835,male,40.0,4,0.08,54.03,102.36,1,1,0,325.0,no,10.11731189595339,7.35051018637482,0.282842712474619
357,357,359,926,female,49.0,4,0.33,750.66,813.34,1,1,0,535.0,no,28.519116395849295,27.39817512171203,0.5744562646538028
358,358,360,122,female,27.0,1,17.88,125.55,335.94,1,1,0,949.0,no,18.32866607257604,11.204909638189859,4.228474902373195
359,359,361,985,female,29.0,3,468.62,468.62,468.62,0,1,0,400.0,no,21.647632665028294,21.647632665028294,21.647632665028294
360,360,362,594,male,20.0,6,7.78,84.77,126.73,0,0,1,864.0,yes,11.257441982972864,9.207062506576134,2.7892651361962706
361,361,363,959,female,35.0,5,8.06,337.76,462.84,1,1,0,492.0,yes,21.513716554793593,18.37824801225623,2.839013913315678
362,362,364,523,male,29.0,6,0.75,69.83,149.81,1,0,0,894.0,yes,12.23968953854631,8.356434646426669,0.8660254037844386
363,363,365,575,male,25.0,8,45.9,186.06,384.73,1,0,0,616.0,no,19.614535426565677,13.64038122634408,6.774953874381729
364,364,366,674,female,64.0,5,3.87,462.75,488.04,0,1,0,534.0,yes,22.091627373283302,21.511624764298954,1.9672315572906003
365,365,367,572,male,39.0,4,22.37,181.72,246.97,0,1,0,120.0,yes,15.715279189374906,13.480356078383092,4.729693436154187
366,366,368,192,male,38.0,2,0.37,176.91,193.16,1,0,0,1319.0,yes,13.898201322473351,13.300751858447702,0.6082762530298219
367,367,369,786,female,30.0,7,0.0,294.75,361.17,1,1,0,511.0,no,19.00447315765423,17.168284713389397,0.0
368,368,370,839,female,60.0,3,0.1,320.62,335.98,1,1,0,1161.0,yes,18.329757226979304,17.90586496095623,0.31622776601683794
369,369,371,87,female,58.0,4,0.18,223.28,239.66,1,0,0,1555.0,yes,15.480956042828879,14.942556675482278,0.4242640687119285
370,370,372,166,female,77.0,5,57.64,74.63,132.27,1,1,0,1501.0,yes,11.500869532344066,8.638865666278184,7.592101158440923
371,371,373,772,female,29.0,3,0.05,121.49,143.05,0,1,0,485.0,no,11.960351165413163,11.022250223978768,0.22360679774997896
372,372,374,186,female,55.0,6,1.38,58.3,102.27,1,0,1,1116.0,no,10.112863096077193,7.635443667528429,1.174734012447073
373,373,375,915,female,70.0,4,522.67,522.67,522.67,1,0,0,728.0,no,22.861977167340534,22.861977167340534,22.861977167340534
374,374,376,165,male,27.0,4,0.2,53.19,115.63,0,1,0,751.0,yes,10.753139076567363,7.29314746868593,0.4472135954999579
375,375,377,364,male,68.0,6,117.51,117.51,117.51,1,0,0,992.0,yes,10.84020295012967,10.84020295012967,10.84020295012967
376,376,378,426,male,57.0,4,783.4,783.4,783.4,0,1,0,473.0,no,27.989283663573815,27.989283663573815,27.989283663573815
377,377,379,606,male,72.0,3,257.3,257.3,257.3,1,0,0,801.0,no,16.04057355583023,16.04057355583023,16.04057355583023
378,378,380,466,male,54.0,3,0.4,194.96,482.48,0,1,1,414.0,no,21.96542738031746,13.96280774056565,0.6324555320336759
379,379,381,91,female,51.0,4,606.44,606.44,606.44,0,1,0,776.0,no,24.62600251766413,24.62600251766413,24.62600251766413
380,380,382,840,female,76.0,2,353.29,353.29,353.29,1,0,0,430.0,no,18.796010214936572,18.796010214936572,18.796010214936572
381,381,383,7,female,21.0,7,111.44,111.44,111.44,0,1,0,716.0,no,10.556514576317317,10.556514576317317,10.556514576317317
382,382,384,378,female,38.0,3,122.12,122.12,122.12,1,0,0,1142.0,yes,11.050791826833043,11.050791826833043,11.050791826833043
383,383,385,428,male,28.0,6,0.0,53.55,66.93,0,1,0,423.0,no,8.181075723888638,7.317786550590281,0.0
384,384,386,892,male,64.0,4,293.65,593.9,887.55,0,1,0,474.0,no,29.791777389071637,24.37006360270732,17.136218952849546
385,385,387,375,female,64.0,7,0.02,13.59,14.5,0,1,0,485.0,no,3.8078865529319543,3.6864617182333523,0.1414213562373095
386,386,388,20,female,65.0,6,207.03,281.07,488.1,1,0,0,1088.0,yes,22.09298531208492,16.765142409177443,14.38853710423683
387,387,389,657,female,58.0,2,101.12,101.12,101.12,0,1,0,1065.0,yes,10.055844071981229,10.055844071981229,10.055844071981229
388,388,390,914,male,18.0,6,42.08,127.19,305.47,0,1,0,237.0,yes,17.477700077527363,11.27785440586994,6.486909896090742
389,389,391,211,female,37.0,4,393.61,439.89,833.5,0,1,0,763.0,no,28.8704000665041,20.973554777385736,19.839606850943394
390,390,392,492,female,66.0,8,3.31,171.63,212.55,1,1,0,876.0,yes,14.579094622095022,13.10076333653883,1.8193405398660252
391,391,393,142,female,17.0,2,0.01,133.83,359.32,0,1,0,353.0,no,18.955737917580525,11.568491690795305,0.1
392,392,394,888,male,42.0,7,49.12,160.3,209.42,1,0,0,832.0,yes,14.471351008112546,12.660963628413123,7.008566187174092
393,393,395,205,male,30.0,5,0.03,424.43,671.7,0,1,1,541.0,no,25.91717577206282,20.601698959066457,0.17320508075688773
394,394,396,248,female,53.0,3,0.23,435.43,491.06,1,1,0,881.0,no,22.159873645849157,20.866959529361242,0.47958315233127197
395,395,397,561,female,51.0,6,0.02,237.17,320.09,0,1,0,956.0,yes,17.8910592196214,15.400324671902213,0.1414213562373095
396,396,398,660,male,72.0,2,588.31,588.31,588.31,1,0,0,985.0,no,24.25510255595717,24.25510255595717,24.25510255595717
397,397,399,1000,female,24.0,4,0.9,23.72,46.7,0,1,0,252.0,no,6.833739825307955,4.870318264754368,0.9486832980505138
398,398,400,76,female,50.0,5,82.73,191.35,507.29,0,1,1,800.0,no,22.52309925387712,13.832931721077784,9.095603333479314
399,399,401,198,male,60.0,4,7.84,152.6,176.77,1,0,0,1187.0,yes,13.295487956445976,12.353137253345807,2.8
400,400,402,174,female,45.0,4,0.21,53.49,72.58,1,1,0,920.0,yes,8.519389649499546,7.313685801290619,0.458257569495584
401,401,403,655,female,40.0,1,16.64,108.66,305.82,0,1,0,1028.0,yes,17.487709970147606,10.42401074443038,4.079215610874228
402,402,404,157,female,32.0,3,2.07,210.67,454.79,1,0,0,935.0,yes,21.325805963667587,14.51447553306698,1.4387494569938157
403,403,405,143,male,91.0,5,1.73,101.3,127.35,0,0,1,1355.0,no,11.284945724282416,10.064790112068906,1.3152946437965904
404,404,406,468,female,19.0,3,0.14,164.96,229.82,0,1,1,489.0,no,15.159815302304972,12.843675486401859,0.37416573867739417
405,405,407,260,female,45.0,4,284.93,371.68,656.61,0,1,1,470.0,no,25.62440243205683,19.279004123657426,16.879869667743293
406,406,408,802,male,39.0,6,96.57,185.27,281.84,0,1,0,159.0,yes,16.788091017146648,13.611392287345186,9.82700361249552
407,407,409,907,female,32.0,5,19.12,324.88,631.55,0,1,0,597.0,no,25.130658566778546,18.024427868867296,4.37264222181509
408,408,410,881,female,25.0,3,0.09,111.42,210.88,1,1,1,529.0,no,14.521707888537078,10.555567251455509,0.3
409,409,411,784,male,51.0,4,322.75,322.75,322.75,0,1,0,253.0,yes,17.96524422322168,17.96524422322168,17.96524422322168
410,410,412,354,male,71.0,2,49.87,327.41,566.19,0,1,1,645.0,no,23.794747319524117,18.09447429465692,7.061869440877536
411,411,413,72,male,50.0,5,49.04,274.27,596.63,0,1,1,815.0,no,24.426010726272924,16.56109899734918,7.002856560004639
412,412,414,215,male,25.0,5,0.27,462.53,490.11,1,1,1,1065.0,yes,22.138428128482836,21.506510642128816,0.5196152422706632
413,413,415,443,female,67.0,7,666.25,666.25,666.25,0,1,0,591.0,no,25.811818998280614,25.811818998280614,25.811818998280614
414,414,416,390,female,51.0,4,0.09,102.86,250.4,0,1,0,1070.0,yes,15.824032355881986,10.14199191480648,0.3
415,415,417,362,female,23.0,4,6.19,231.65,403.26,0,1,0,508.0,no,20.08133461700193,15.22005256232711,2.487971060924946
416,416,418,973,male,52.0,5,279.44,279.44,279.44,1,0,0,675.0,yes,16.71645895517349,16.71645895517349,16.71645895517349
417,417,419,317,female,17.0,4,0.13,129.31,256.03,1,1,1,510.0,no,16.00093747253579,11.371455491712572,0.36055512754639896
418,418,420,686,male,50.0,5,160.68,160.68,160.68,0,0,1,974.0,yes,12.67596150199266,12.67596150199266,12.67596150199266
419,419,421,306,male,20.0,5,2.76,124.25,538.35,0,1,1,812.0,no,23.202370568543206,11.146748404803978,1.6613247725836149
420,420,422,197,male,36.0,3,12.42,318.74,554.77,0,0,1,1348.0,no,23.5535559947962,17.853291013143767,3.5242020373412193
421,421,423,116,female,24.0,3,0.28,209.16,433.91,1,1,0,1079.0,no,20.830506474879577,14.46236495183274,0.5291502622129182
422,422,424,891,female,55.0,3,0.08,169.4,432.76,1,1,1,1089.0,no,20.80288441538817,13.015375522819156,0.282842712474619
423,423,425,996,female,29.0,5,3.53,161.87,265.61,1,1,0,227.0,no,16.297545827516487,12.722814154109145,1.8788294228055935
424,424,426,131,male,46.0,3,0.19,187.63,283.57,0,1,1,486.0,yes,16.839536810732056,13.697810043944981,0.43588989435406733
425,425,427,57,female,84.0,6,0.09,447.07,729.39,0,1,1,1143.0,no,27.007221256545442,21.144029890255073,0.3
